CustomerKey;GeographyKey;CustomerLabel;Title;FirstName;MiddleName;LastName;NameStyle;BirthDate;MaritalStatus;Suffix;Gender;EmailAddress;YearlyIncome;TotalChildren;NumberChildrenAtHome;Education;Occupation;HouseOwnerFlag;NumberCarsOwned;AddressLine1;AddressLine2;Phone;DateFirstPurchase;CustomerType;CompanyName;ETLLoadID;LoadDate;UpdateDate
17340;566;28339;NULL;Sean;R;Edwards;0;1978-07-22;S;NULL;M;sean32@adventure-works.com;40000,00;0;0;High School;Skilled Manual;0;2;7031 Horseshoe Circle;NULL;927-555-0132;2001-10-13;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
14902;652;25901;NULL;Lucas;E;Harris;0;1952-11-15;M;NULL;M;lucas27@adventure-works.com;70000,00;2;1;Partial High School;Skilled Manual;0;2;404 Sunshine;NULL;921-555-0176;2001-10-13;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
18399;496;29398;NULL;Bruce;G;Suri;0;1965-07-20;S;NULL;M;bruce0@adventure-works.com;40000,00;0;0;Bachelors;Professional;0;0;Hansaallee 5989;NULL;1 (11) 500 555-0179;2001-10-13;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17241;537;28240;NULL;Eduardo;NULL;Clark;0;1964-07-14;M;NULL;M;eduardo18@adventure-works.com;90000,00;0;0;Partial College;Professional;0;1;6979 Harvard Drive;NULL;441-555-0118;2001-10-14;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17589;560;28588;NULL;Emma;R;Griffin;0;1954-06-01;M;NULL;F;emma66@adventure-works.com;40000,00;1;0;Partial College;Clerical;1;1;6067 Mt. Diablo St.;NULL;676-555-0134;2001-10-14;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6516;596;17515;NULL;Lacey;NULL;Li;0;1958-01-19;S;NULL;F;lacey15@adventure-works.com;130000,00;0;0;Graduate Degree;Management;0;3;826 Coggins Dr.;NULL;1 (11) 500 555-0141;2001-10-14;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
8845;671;19844;NULL;Emma;NULL;Murphy;0;1943-09-03;M;NULL;F;emma32@adventure-works.com;70000,00;5;0;Bachelors;Management;1;2;3754 Alray Drive;NULL;831-555-0134;2001-10-15;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2667;635;13666;NULL;Teresa;NULL;Ruiz;0;1973-07-17;S;NULL;F;teresa3@adventure-works.com;20000,00;0;0;Partial High School;Manual;0;2;Nollendorfplatz 58888;NULL;1 (11) 500 555-0166;2001-10-15;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
104;473;11103;NULL;Cassie;NULL;Chande;0;1964-10-17;S;NULL;F;cassie13@adventure-works.com;70000,00;0;0;Bachelors;Professional;1;1;9448 San Marino Ct.;NULL;1 (11) 500 555-0166;2001-10-16;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
78;510;11077;NULL;Leah;NULL;Ye;0;1957-09-19;S;NULL;F;leah7@adventure-works.com;80000,00;2;0;High School;Professional;0;2;1291 Arguello Blvd.;NULL;1 (11) 500 555-0154;2001-10-16;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17225;667;28224;NULL;Spencer;NULL;Henderson;0;1957-02-03;S;NULL;M;spencer6@adventure-works.com;90000,00;2;0;Partial College;Professional;0;1;895 Sandalwood Drive;NULL;873-555-0120;2001-10-16;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17222;690;28221;NULL;Isabella;NULL;Rodriguez;0;1957-11-13;M;NULL;F;isabella76@adventure-works.com;60000,00;2;0;High School;Professional;1;2;6314 Mota Dr.;NULL;638-555-0163;2001-10-16;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17300;488;28299;NULL;Jonathan;NULL;Shan;0;1951-06-28;S;NULL;M;jonathan28@adventure-works.com;40000,00;3;0;Partial College;Professional;0;2;4044 Pine Creek Way;NULL;671-555-0199;2001-10-16;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
14564;553;25563;NULL;Natasha;NULL;Serrano;0;1978-04-28;S;NULL;F;natasha16@adventure-works.com;20000,00;0;0;Bachelors;Clerical;0;0;7892 Mitchelleanjen Ln.;NULL;1 (11) 500 555-0152;2001-10-16;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17224;475;28223;NULL;Jessica;NULL;Davis;0;1957-07-07;S;NULL;F;jessica52@adventure-works.com;60000,00;2;0;High School;Professional;1;2;624 Peabody Road;NULL;186-555-0118;2001-10-17;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17585;584;28584;Mr.;Rolando;T.;Smith;0;1954-05-03;M;Jr.;F;rolando0@adventure-works.com;30000,00;1;0;High School;Clerical;1;1;3771 Concerto Circle;NULL;284-555-0100;2001-10-17;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
101;613;11100;NULL;Latasha;L;Navarro;0;1960-09-15;S;NULL;F;latasha10@adventure-works.com;60000,00;1;0;Partial College;Skilled Manual;1;1;6954 Ranch Road;NULL;1 (11) 500 555-0123;2001-10-17;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
70;487;11069;NULL;Carolyn;NULL;Navarro;0;1955-09-21;S;NULL;F;carolyn30@adventure-works.com;80000,00;2;0;High School;Skilled Manual;0;2;4606 Springwood Court;NULL;1 (11) 500 555-0145;2001-10-18;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2607;483;13606;NULL;Drew;NULL;Sharma;0;1949-07-01;M;NULL;M;drew10@adventure-works.com;100000,00;3;4;Partial College;Management;1;4;Wolfgangstraße 18;NULL;1 (11) 500 555-0149;2001-10-18;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6918;596;17917;NULL;Cristina;S;Raje;0;1978-11-10;S;NULL;F;cristina12@adventure-works.com;20000,00;0;0;Bachelors;Clerical;1;0;1597 Vista Del Sol;NULL;1 (11) 500 555-0131;2001-10-18;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6920;692;17919;NULL;Bruce;NULL;Hernandez;0;1978-03-09;S;NULL;M;bruce26@adventure-works.com;20000,00;0;0;Bachelors;Clerical;1;0;1905 Julpum Loop;NULL;1 (11) 500 555-0137;2001-10-18;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6513;634;17512;NULL;Cesar;NULL;Suri;0;1956-08-08;M;NULL;M;cesar0@adventure-works.com;70000,00;2;0;High School;Skilled Manual;1;2;6306 Knollview Court;NULL;1 (11) 500 555-0112;2001-10-18;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6353;531;17352;NULL;Drew;NULL;Goel;0;1942-05-10;M;NULL;M;drew20@adventure-works.com;50000,00;2;0;Graduate Degree;Management;1;1;253 Merry Drive;NULL;1 (11) 500 555-0163;2001-10-18;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17341;691;28340;NULL;Lucas;NULL;Butler;0;1978-10-06;S;NULL;M;lucas62@adventure-works.com;40000,00;0;0;High School;Skilled Manual;0;2;3878 Mt. Hood Circle;NULL;253-555-0128;2001-10-18;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17356;707;28355;NULL;Carlos;NULL;James;0;1965-09-14;S;NULL;M;carlos9@adventure-works.com;40000,00;0;0;Bachelors;Professional;1;1;2101 Costanza Dr.;NULL;325-555-0146;2001-10-18;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17587;502;28586;NULL;Gabriel;NULL;Diaz;0;1954-07-23;M;NULL;M;gabriel19@adventure-works.com;40000,00;1;0;Partial College;Clerical;1;1;2315 B Way;NULL;308-555-0168;2001-10-19;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6505;634;17504;NULL;Anna;R;Williams;0;1954-05-18;S;NULL;F;anna63@adventure-works.com;80000,00;2;0;Partial College;Skilled Manual;1;2;6345 Katharyn Drive;NULL;1 (11) 500 555-0133;2001-10-19;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6917;648;17916;NULL;Tracy;L;Xu;0;1978-03-14;S;NULL;F;tracy5@adventure-works.com;10000,00;1;1;High School;Manual;0;0;658 Contra Costa Blvd;NULL;1 (11) 500 555-0133;2001-10-19;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
8354;626;19353;NULL;Desiree;NULL;Gill;0;1963-08-13;S;NULL;F;desiree10@adventure-works.com;30000,00;3;3;Partial College;Clerical;1;0;Pappelallee 620;NULL;1 (11) 500 555-0118;2001-10-19;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2608;483;13607;NULL;Levi;J;Rana;0;1949-04-05;S;NULL;M;levi10@adventure-works.com;110000,00;4;5;High School;Management;1;3;Essener Straße 82;NULL;1 (11) 500 555-0199;2001-10-19;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2771;483;13770;NULL;Gerald;A;Moreno;0;1968-07-26;M;NULL;M;gerald14@adventure-works.com;40000,00;0;0;Graduate Degree;Clerical;1;0;Zollhof 1866;NULL;1 (11) 500 555-0189;2001-10-20;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
3147;485;14146;NULL;Toni;E;Sara;0;1959-07-22;M;NULL;F;toni10@adventure-works.com;20000,00;2;0;Partial College;Manual;1;1;3768 Door Way;NULL;1 (11) 500 555-0160;2001-10-20;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6928;706;17927;NULL;Douglas;NULL;Patel;0;1977-11-17;S;NULL;M;douglas6@adventure-works.com;20000,00;0;0;Partial College;Manual;1;0;3788 Canyon Creek Drive;NULL;1 (11) 500 555-0136;2001-10-20;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6726;656;17725;NULL;Daniel;P;Martinez;0;1980-11-03;S;NULL;M;daniel15@adventure-works.com;10000,00;0;0;Partial College;Manual;1;1;6631 Highland Dr.;NULL;1 (11) 500 555-0115;2001-10-20;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17584;566;28583;NULL;Ryan;H;Long;0;1954-02-25;M;NULL;M;ryan12@adventure-works.com;30000,00;1;0;High School;Clerical;1;1;4679 Duke Way;NULL;744-555-0163;2001-10-20;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17363;670;28362;NULL;Kaylee;NULL;Sanchez;0;1965-05-13;S;NULL;F;kaylee24@adventure-works.com;60000,00;0;0;Graduate Degree;Professional;0;1;3823 Birch Bark Dr;NULL;547-555-0137;2001-10-20;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17271;566;28270;NULL;Samuel;A;Long;0;1955-03-26;S;NULL;M;samuel8@adventure-works.com;60000,00;2;0;High School;Professional;1;2;3727 Duck Horn Court;NULL;826-555-0171;2001-10-21;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17581;582;28580;NULL;Aimee;NULL;Liu;0;1966-01-06;M;NULL;F;aimee4@adventure-works.com;80000,00;0;0;Graduate Degree;Skilled Manual;1;0;5025 North Star Dr;NULL;317-555-0116;2001-10-21;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
3166;666;14165;NULL;Natalie;L;Gray;0;1969-04-28;S;NULL;F;natalie18@adventure-works.com;50000,00;0;0;Graduate Degree;Skilled Manual;1;0;3413 Sequoia Woods Pl.;NULL;1 (11) 500 555-0114;2001-10-21;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
77;706;11076;NULL;Blake;NULL;Anderson;0;1957-07-13;S;NULL;M;blake9@adventure-works.com;80000,00;2;0;High School;Professional;1;2;5436 Clear;# 101;1 (11) 500 555-0113;2001-10-22;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6910;518;17909;NULL;Joanna;NULL;Ortega;0;1977-05-02;S;NULL;F;joanna20@adventure-works.com;10000,00;0;0;High School;Manual;0;1;3076 Monti Dr;NULL;1 (11) 500 555-0128;2001-10-22;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17574;597;28573;NULL;Tyrone;NULL;Gill;0;1974-04-09;S;NULL;M;tyrone12@adventure-works.com;40000,00;3;3;Partial College;Clerical;1;2;4138 Pine Creek Way;NULL;121-555-0152;2001-10-22;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
15631;695;26630;NULL;Vanessa;NULL;Powell;0;1960-03-15;M;NULL;F;vanessa9@adventure-works.com;60000,00;1;0;Partial College;Skilled Manual;1;1;7503 Sheffield Place;# 19;379-555-0177;2001-10-22;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
11119;562;22118;NULL;Jennifer;D;Parker;0;1953-05-20;S;NULL;F;jennifer10@adventure-works.com;70000,00;3;0;Graduate Degree;Management;1;2;5772 Ridgewood Drive;NULL;755-555-0136;2001-10-23;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6371;706;17370;NULL;Edwin;T;Chander;0;1944-07-12;M;NULL;M;edwin38@adventure-works.com;30000,00;2;0;Partial College;Clerical;0;2;8476 Eastgate Ave.;NULL;1 (11) 500 555-0184;2001-10-23;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
1262;624;12261;NULL;Kaitlin;NULL;Sanchez;0;1960-10-26;M;NULL;F;kaitlin19@adventure-works.com;10000,00;1;1;High School;Manual;1;1;8, rue de l´Esplanade;NULL;1 (11) 500 555-0188;2001-10-23;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
3196;506;14195;NULL;Clinton;J;Blanco;0;1950-05-04;S;NULL;M;clinton12@adventure-works.com;130000,00;4;5;High School;Management;0;3;4911 Leonard Ct.;NULL;1 (11) 500 555-0116;2001-10-23;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
3600;500;14599;NULL;Charles;A;Wilson;0;1969-03-27;M;NULL;M;charles10@adventure-works.com;70000,00;5;0;Graduate Degree;Professional;1;0;1050 Creed Ave;NULL;377-555-0137;2001-10-23;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2698;521;13697;NULL;Jésus;K;Munoz;0;1971-06-24;S;NULL;M;jésus6@adventure-works.com;40000,00;2;2;Partial College;Clerical;1;1;Am Gallberg 222;NULL;1 (11) 500 555-0197;2001-10-25;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6479;596;17478;NULL;Renee;L;Martin;0;1947-11-22;M;NULL;F;renee0@adventure-works.com;30000,00;3;0;Partial College;Clerical;0;2;7239 Nicholas Drive;NULL;1 (11) 500 555-0179;2001-10-26;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6915;628;17914;NULL;Phillip;NULL;Suri;0;1979-03-12;M;NULL;M;phillip1@adventure-works.com;20000,00;0;0;Bachelors;Clerical;1;0;8817 Cynthia Drive;NULL;1 (11) 500 555-0151;2001-10-26;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6924;487;17923;NULL;Cory;E;Malhotra;0;1977-07-06;S;NULL;M;cory3@adventure-works.com;10000,00;1;1;High School;Manual;0;0;8062 Oakgrove;NULL;1 (11) 500 555-0115;2001-10-27;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6927;553;17926;NULL;Carolyn;NULL;Ramos;0;1977-11-04;M;NULL;F;carolyn38@adventure-works.com;20000,00;0;0;Bachelors;Clerical;0;0;9834 Vista Del Rio;NULL;1 (11) 500 555-0161;2001-10-27;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
9165;498;20164;Ms.;Carol Ann;F.;Rockne;0;1943-07-15;M;NULL;M;carolann0@adventure-works.com;30000,00;1;0;Bachelors;Clerical;1;0;1312 Skycrest Drive;NULL;439-555-0100;2001-10-27;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6514;680;17513;NULL;Micheal;NULL;Saunders;0;1956-03-03;S;NULL;M;micheal16@adventure-works.com;70000,00;2;0;High School;Skilled Manual;1;2;8242 Gilardy Dr;NULL;1 (11) 500 555-0170;2001-10-27;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
1266;557;12265;NULL;Alan;NULL;Guo;0;1959-07-03;S;NULL;M;alan21@adventure-works.com;10000,00;1;1;High School;Manual;0;1;7, rue des Ecoles;NULL;1 (11) 500 555-0126;2001-10-27;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
14561;471;25560;NULL;Daisy;L;Vazquez;0;1978-05-25;M;NULL;F;daisy9@adventure-works.com;10000,00;0;0;Partial College;Manual;1;1;3620 Temple Drive;NULL;1 (11) 500 555-0138;2001-10-27;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17265;642;28264;NULL;Nicole;NULL;Diaz;0;1961-09-27;S;NULL;F;nicole71@adventure-works.com;90000,00;4;3;Partial College;Professional;0;1;1025 R St.;NULL;614-555-0115;2001-10-27;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17294;547;28293;NULL;Shelby;V;Cox;0;1954-02-15;S;NULL;F;shelby11@adventure-works.com;60000,00;2;0;Partial High School;Skilled Manual;0;2;4943 Lightwood Drive;NULL;324-555-0129;2001-10-27;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17295;652;28294;NULL;Alexis;NULL;Jenkins;0;1954-08-04;S;NULL;F;alexis29@adventure-works.com;60000,00;2;0;Partial High School;Skilled Manual;1;2;3763 Rosemarie Pl.;NULL;767-555-0158;2001-10-27;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17296;500;28295;NULL;Wyatt;J;Collins;0;1954-02-21;M;NULL;M;wyatt48@adventure-works.com;60000,00;2;0;Partial High School;Skilled Manual;0;2;4650 Big Canyon Road;NULL;124-555-0119;2001-10-27;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17289;470;28288;NULL;Marco;A;Srini;0;1960-09-01;S;NULL;M;marco9@adventure-works.com;110000,00;3;3;Partial College;Professional;1;4;4861 Via Valencia;NULL;305-555-0157;2001-10-28;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17248;644;28247;NULL;Jonathan;NULL;Adams;0;1956-09-22;S;NULL;M;jonathan46@adventure-works.com;90000,00;2;1;Partial College;Professional;1;0;2835 The Trees Drive;NULL;145-555-0135;2001-10-28;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17197;686;28196;NULL;Timothy;NULL;Cox;0;1958-05-18;M;NULL;M;timothy11@adventure-works.com;80000,00;1;0;Partial College;Skilled Manual;1;1;2303 Rosebrook Ct.;NULL;539-555-0153;2001-10-28;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
9151;576;20150;NULL;Gary;M;Rubio;0;1942-12-20;M;NULL;M;gary30@adventure-works.com;40000,00;1;0;Graduate Degree;Clerical;1;0;6532 Pinecrest Rd;NULL;1 (11) 500 555-0117;2001-10-28;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6919;553;17918;NULL;Suzanne;NULL;Zeng;0;1978-10-12;M;NULL;F;suzanne23@adventure-works.com;20000,00;0;0;Bachelors;Clerical;1;0;9682 Concord;NULL;1 (11) 500 555-0188;2001-10-28;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
8341;515;19340;NULL;Renee;NULL;Dominguez;0;1966-02-15;M;NULL;F;renee12@adventure-works.com;40000,00;0;0;Bachelors;Professional;1;0;Haberstr 57;NULL;1 (11) 500 555-0169;2001-10-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6735;425;17734;NULL;Leah;NULL;Sun;0;1978-07-03;M;NULL;F;leah10@adventure-works.com;20000,00;0;0;Bachelors;Clerical;1;0;4378 Dover Way;NULL;1 (11) 500 555-0130;2001-10-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6736;561;17735;NULL;Connor;NULL;Yang;0;1977-05-24;S;NULL;M;connor22@adventure-works.com;10000,00;1;1;High School;Manual;0;0;5486 Maria Vega Court;NULL;1 (11) 500 555-0191;2001-10-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
71;699;11070;NULL;Willie;T;Raji;0;1955-04-05;M;NULL;M;willie40@adventure-works.com;80000,00;2;0;High School;Skilled Manual;1;2;6260 Vernal Drive;NULL;1 (11) 500 555-0151;2001-10-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
76;425;11075;NULL;Felicia;L;Jimenez;0;1957-11-16;S;NULL;F;felicia4@adventure-works.com;80000,00;2;0;High School;Professional;1;2;786 Eastgate Ave;NULL;1 (11) 500 555-0165;2001-10-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
3156;666;14155;NULL;Olivia;L;Morris;0;1970-09-10;M;NULL;F;olivia26@adventure-works.com;40000,00;0;0;Graduate Degree;Clerical;1;0;708 Bonifacio;NULL;1 (11) 500 555-0162;2001-10-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
3614;442;14613;NULL;Glenn;NULL;Huang;0;1963-08-09;M;NULL;M;glenn6@adventure-works.com;60000,00;4;2;Bachelors;Professional;1;2;1465 Dover Drive;NULL;739-555-0114;2001-10-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
14562;553;25561;NULL;Micah;A;Zeng;0;1977-02-23;S;NULL;M;micah10@adventure-works.com;10000,00;0;0;High School;Manual;0;2;2264 Story Lane;NULL;1 (11) 500 555-0147;2001-10-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
15641;467;26640;NULL;Eduardo;J;Lopez;0;1959-08-05;S;NULL;M;eduardo28@adventure-works.com;70000,00;5;5;Graduate Degree;Professional;1;3;8047 Dover Drive;NULL;837-555-0113;2001-10-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
11121;701;22120;NULL;Jennifer;J;Perry;0;1953-11-01;M;NULL;F;jennifer82@adventure-works.com;60000,00;3;0;Graduate Degree;Management;1;2;6274 San Antonio;NULL;263-555-0116;2001-10-29;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17256;577;28255;NULL;Robert;B;Clark;0;1962-07-22;S;NULL;M;robert79@adventure-works.com;90000,00;5;4;Partial College;Professional;1;3;2461 Stephine Way;NULL;770-555-0169;2001-10-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
3602;470;14601;NULL;Nicolas;A;Rai;0;1969-10-10;M;NULL;M;nicolas16@adventure-works.com;80000,00;2;0;Graduate Degree;Professional;1;0;7554 Grammercy Lane;NULL;691-555-0141;2001-10-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
2686;586;13685;NULL;Briana;NULL;Torres;0;1973-02-16;M;NULL;F;briana11@adventure-works.com;40000,00;1;1;Bachelors;Skilled Manual;1;0;Königstr 873;NULL;1 (11) 500 555-0188;2001-10-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
102;471;11101;NULL;Abby;L;Sai;0;1965-05-08;S;NULL;F;abby4@adventure-works.com;70000,00;0;0;Bachelors;Professional;0;1;7074 N. Spoonwood Court;NULL;1 (11) 500 555-0174;2001-10-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6727;510;17726;NULL;Caroline;NULL;Griffin;0;1980-09-20;S;NULL;F;caroline22@adventure-works.com;10000,00;0;0;Partial College;Manual;1;1;5126 La Corte Bonita;NULL;1 (11) 500 555-0117;2001-10-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6923;646;17922;NULL;Shane;NULL;Schmidt;0;1978-03-16;M;NULL;M;shane13@adventure-works.com;20000,00;0;0;Bachelors;Clerical;1;0;1431 Rancho View Drive;NULL;1 (11) 500 555-0152;2001-10-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
6914;699;17913;NULL;Lacey;S;Xu;0;1976-03-03;S;NULL;F;lacey39@adventure-works.com;10000,00;1;1;High School;Manual;0;0;9846 Golf Club Road;NULL;1 (11) 500 555-0117;2001-10-30;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
14892;707;25891;NULL;Brandon;J;Johnson;0;1950-09-21;S;NULL;M;brandon38@adventure-works.com;80000,00;3;1;Bachelors;Management;0;1;1450 A St.;NULL;516-555-0162;2001-10-31;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
18392;437;29391;NULL;Ebony;NULL;Chandra;0;1966-10-14;S;NULL;F;ebony1@adventure-works.com;40000,00;0;0;Bachelors;Professional;0;0;Potsdamer Straße 539;NULL;1 (11) 500 555-0154;2001-10-31;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
18449;662;29448;NULL;Lindsey;J;Yuan;0;1941-11-28;S;NULL;F;lindsey7@adventure-works.com;20000,00;1;0;Partial College;Manual;1;0;Carlsplatz 123;NULL;1 (11) 500 555-0147;2001-11-01;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
14918;625;25917;NULL;Kyle;NULL;Long;0;1978-03-25;M;NULL;M;kyle4@adventure-works.com;60000,00;0;0;Partial College;Skilled Manual;0;2;1248 Tanager Cir;NULL;580-555-0126;2001-11-01;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17661;580;28660;NULL;Justin;NULL;Anderson;0;1971-11-15;S;NULL;M;justin29@adventure-works.com;60000,00;1;0;Graduate Degree;Professional;1;0;8459 Silver Oaks Place;NULL;984-555-0181;2001-11-01;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17665;580;28664;NULL;Ashlee;P;Sharma;0;1968-10-26;S;NULL;F;ashlee16@adventure-works.com;70000,00;2;2;Bachelors;Skilled Manual;1;1;9979 Sundance Dr.;NULL;616-555-0177;2001-11-01;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
111;473;11110;NULL;Curtis;NULL;Yang;0;1962-06-06;M;NULL;M;curtis5@adventure-works.com;60000,00;1;0;Partial College;Skilled Manual;1;1;4052 Mt. Wilson Way;NULL;1 (11) 500 555-0127;2001-11-01;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
108;554;11107;NULL;Bianca;NULL;Lin;0;1959-09-09;M;NULL;F;bianca7@adventure-works.com;90000,00;1;0;Bachelors;Professional;1;1;7530 Eola;NULL;1 (11) 500 555-0121;2001-11-01;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
17668;620;28667;NULL;Devin;T;Williams;0;1968-12-27;S;NULL;M;devin2@adventure-works.com;70000,00;2;2;Bachelors;Skilled Manual;0;1;5317 Mission Drive;NULL;177-555-0155;2001-11-02;Person;NULL;1;2009-10-01 00:00:00.000;2009-10-01 00:00:00.000
